source,line,section,value,category,rule,evidence,context
notes/draft-results.md,475,5.1 Residual autocorrelation against block size,22.5,measured,inline resolver,range.operational_full_km,22.5<!--#range.operational_full_km--> km or less on the operational field.
notes/draft-results.md,479,5.2 The buffered decay curve,5.2,self_evident,structural line,,### 5.2 The buffered decay curve
notes/draft-results.md,482,5.2 The buffered decay curve,0,self_evident,swept buffer radius,,"within a radius of it, from 0 to 500 km, and reported as skill above a constant"
notes/draft-results.md,482,5.2 The buffered decay curve,500,self_evident,swept buffer radius,,"within a radius of it, from 0 to 500 km, and reported as skill above a constant"
notes/draft-results.md,486,5.2 The buffered decay curve,0.687,measured,inline resolver,loo.null_0km,constant falls from +0.687<!--#loo.null_0km--> at no buffer to
notes/draft-results.md,487,5.2 The buffered decay curve,0.000,measured,inline resolver,loo.null_50km,"0.000<!--#loo.null_50km--> at 50 km, once the buffer exceeds one cell and its"
notes/draft-results.md,487,5.2 The buffered decay curve,50,self_evident,swept buffer radius,,"0.000<!--#loo.null_50km--> at 50 km, once the buffer exceeds one cell and its"
notes/draft-results.md,493,5.2 The buffered decay curve,0.118,measured,inline resolver,loo.impervious_0km,"+0.118<!--#loo.impervious_0km--> at no buffer,"
notes/draft-results.md,494,5.2 The buffered decay curve,0.089,measured,inline resolver,loo.impervious_100km,"+0.089<!--#loo.impervious_100km--> at 100 km,"
notes/draft-results.md,494,5.2 The buffered decay curve,100,self_evident,swept buffer radius,,"+0.089<!--#loo.impervious_100km--> at 100 km,"
notes/draft-results.md,495,5.2 The buffered decay curve,0.007,measured,inline resolver,loo.impervious_300km,"+0.007<!--#loo.impervious_300km--> at 300 km, and negative beyond. On the blended"
notes/draft-results.md,495,5.2 The buffered decay curve,300,self_evident,swept buffer radius,,"+0.007<!--#loo.impervious_300km--> at 300 km, and negative beyond. On the blended"
notes/draft-results.md,496,5.2 The buffered decay curve,200,self_evident,swept buffer radius,,field it reaches zero by 200 km. **The impervious coefficient is therefore not
notes/draft-results.md,498,5.2 The buffered decay curve,300,self_evident,swept buffer radius,,the training data are more than about 300 km away.
notes/draft-results.md,500,5.3 The two schemes bracket,5.3,self_evident,structural line,,### 5.3 The two schemes bracket
notes/draft-results.md,502,5.3 The two schemes bracket,1,neither,no resolver and no exemption,,Leave-one-province-out and 1° spatial blocks give systematically different
notes/draft-results.md,509,5.3 The two schemes bracket,5.1,self_evident,structural context,,**Which end of the bracket is which is decidable from §5.1.** The impervious
notes/draft-results.md,511,5.3 The two schemes bracket,96.1,measured,inline resolver,range.operational_impervious_km,96.1<!--#range.operational_impervious_km--> km against a block
notes/draft-results.md,512,5.3 The two schemes bracket,95.0,measured,inline resolver,range.block_ew_km,"95.0<!--#range.block_ew_km--> km at its narrowest, so residual structure"
notes/draft-results.md,518,5.3 The two schemes bracket,410,measured,inline resolver,composite.max_soundings,410<!--#composite.max_soundings-->.
notes/draft-results.md,520,6. Capability of the observing system,6,self_evident,structural line,,## 6. Capability of the observing system
notes/draft-results.md,522,6.1 Expected degrees of freedom for signal,6.1,self_evident,structural line,,### 6.1 Expected degrees of freedom for signal
notes/draft-results.md,527,6.1 Expected degrees of freedom for signal,23.0,measured,inline resolver,dofs.days_median,record: a median of 23.0<!--#dofs.days_median--> observation days per covered
notes/draft-results.md,528,6.1 Expected degrees of freedom for signal,4.4,measured,inline resolver,dofs.retrievals_median,cell and 4.4<!--#dofs.retrievals_median--> retrievals per super-observation.
notes/draft-results.md,532,6.1 Expected degrees of freedom for signal,1.44,measured,inline resolver,dofs.at_3tg,"Expected DOFS over the domain is 1.44<!--#dofs.at_3tg--> at a 3 Tg a⁻¹ prior,"
notes/draft-results.md,532,6.1 Expected degrees of freedom for signal,3,self_evident,label or pair beside a marked number,,"Expected DOFS over the domain is 1.44<!--#dofs.at_3tg--> at a 3 Tg a⁻¹ prior,"
notes/draft-results.md,533,6.1 Expected degrees of freedom for signal,3.98,measured,inline resolver,dofs.at_5tg,3.98<!--#dofs.at_5tg--> at 5 Tg a⁻¹ and
notes/draft-results.md,533,6.1 Expected degrees of freedom for signal,5,self_evident,label or pair beside a marked number,,3.98<!--#dofs.at_5tg--> at 5 Tg a⁻¹ and
notes/draft-results.md,534,6.1 Expected degrees of freedom for signal,22.21,measured,inline resolver,dofs.at_12tg,22.21<!--#dofs.at_12tg--> at 12 Tg a⁻¹.
notes/draft-results.md,534,6.1 Expected degrees of freedom for signal,12,cited,in a draft's own exemption list,discussion: transport error standard deviation ppb,22.21<!--#dofs.at_12tg--> at 12 Tg a⁻¹.
notes/draft-results.md,536,6.1 Expected degrees of freedom for signal,0.5,cited,in a draft's own exemption list,introduction/discussion: averaging-kernel sensitivity threshold,"The sweep crosses the threshold one weekly basin study adopted, 0.5, at"
notes/draft-results.md,537,6.1 Expected degrees of freedom for signal,1.77,measured,inline resolver,dofs.cross_half,"1.77<!--#dofs.cross_half--> Tg a⁻¹, IMI's stated minimum viability of 1 at"
notes/draft-results.md,537,6.1 Expected degrees of freedom for signal,1,neither,no resolver and no exemption,,"1.77<!--#dofs.cross_half--> Tg a⁻¹, IMI's stated minimum viability of 1 at"
notes/draft-results.md,538,6.1 Expected degrees of freedom for signal,2.50,measured,inline resolver,dofs.cross_one,2.50<!--#dofs.cross_one--> and its marginal ceiling of 2 at
notes/draft-results.md,538,6.1 Expected degrees of freedom for signal,2,self_evident,label or pair beside a marked number,,2.50<!--#dofs.cross_one--> and its marginal ceiling of 2 at
notes/draft-results.md,539,6.1 Expected degrees of freedom for signal,3.54,measured,inline resolver,dofs.cross_two,3.54<!--#dofs.cross_two-->. Those crossings are bisected on the sensitivity
notes/draft-results.md,548,6.1 Expected degrees of freedom for signal,0,measured,inline resolver,dofs.cells_above_half,above 0.5** — the count is 0<!--#dofs.cells_above_half--> at every prior
notes/draft-results.md,548,6.1 Expected degrees of freedom for signal,0.5,cited,in a draft's own exemption list,introduction/discussion: averaging-kernel sensitivity threshold,above 0.5** — the count is 0<!--#dofs.cells_above_half--> at every prior
notes/draft-results.md,549,6.1 Expected degrees of freedom for signal,926,self_evident,study box or lattice shape,,magnitude tested. The DOFS total accumulates from 926 weakly constrained cells
notes/draft-results.md,551,6.1 Expected degrees of freedom for signal,5,neither,no resolver and no exemption,,5 Tg a⁻¹ the median cell's sensitivity is
notes/draft-results.md,552,6.1 Expected degrees of freedom for signal,0.0039,measured,inline resolver,dofs.cell_median_5tg,0.0039<!--#dofs.cell_median_5tg--> and the best-observed cell reaches
notes/draft-results.md,553,6.1 Expected degrees of freedom for signal,0.0119,measured,inline resolver,dofs.cell_max_5tg,"0.0119<!--#dofs.cell_max_5tg-->; at 12 Tg a⁻¹, the top of the band, the median"
notes/draft-results.md,553,6.1 Expected degrees of freedom for signal,12,cited,in a draft's own exemption list,discussion: transport error standard deviation ppb,"0.0119<!--#dofs.cell_max_5tg-->; at 12 Tg a⁻¹, the top of the band, the median"
notes/draft-results.md,554,6.1 Expected degrees of freedom for signal,0.0221,measured,inline resolver,dofs.cell_median_12tg,is 0.0221<!--#dofs.cell_median_12tg--> and the best cell
notes/draft-results.md,555,6.1 Expected degrees of freedom for signal,0.0649,measured,inline resolver,dofs.cell_max_12tg,0.0649<!--#dofs.cell_max_12tg-->. **The most favourable cell under the most
notes/draft-results.md,558,6.1 Expected degrees of freedom for signal,22,neither,no resolver and no exemption,,of 22 reads as capability until the per-cell figures are beside it.
notes/draft-results.md,560,6.2 The prior-free threshold,6.2,self_evident,structural line,,### 6.2 The prior-free threshold
notes/draft-results.md,564,6.2 The prior-free threshold,0.0862,measured,inline resolver,dofs.prior_free_median,this composite would need 0.0862<!--#dofs.prior_free_median--> Tg a⁻¹ — about
notes/draft-results.md,565,6.2 The prior-free threshold,86,measured,inline resolver,dofs.prior_free_median_gg,86<!--#dofs.prior_free_median_gg--> Gg a⁻¹ from a single 625 km² cell — for the observations to constrain it half
notes/draft-results.md,565,6.2 The prior-free threshold,625,self_evident,label or pair beside a marked number,,86<!--#dofs.prior_free_median_gg--> Gg a⁻¹ from a single 625 km² cell — for the observations to constrain it half
notes/draft-results.md,566,6.2 The prior-free threshold,65,neither,no resolver and no exemption,,"independently of the prior.** The best-observed cell, with 65 observation days,"
notes/draft-results.md,567,6.2 The prior-free threshold,0.0492,measured,inline resolver,dofs.prior_free_best,"would need 0.0492<!--#dofs.prior_free_best--> Tg a⁻¹, or"
notes/draft-results.md,568,6.2 The prior-free threshold,49,measured,inline resolver,dofs.prior_free_best_gg,49<!--#dofs.prior_free_best_gg--> Gg a⁻¹.
notes/draft-results.md,570,6.2 The prior-free threshold,10,cited,in a draft's own exemption list,"methods: published precision filter, under 10 ppb","For scale, a large municipal landfill emits on the order of 10 to 50 Gg a⁻¹."
notes/draft-results.md,570,6.2 The prior-free threshold,50,neither,no resolver and no exemption,,"For scale, a large municipal landfill emits on the order of 10 to 50 Gg a⁻¹."
notes/draft-results.md,575,6.2 The prior-free threshold,926,self_evident,study box or lattice shape,,top of the range would just reach half-constraint — in the one cell of 926 with
notes/draft-results.md,577,6.2 The prior-free threshold,0.5,cited,in a draft's own exemption list,introduction/discussion: averaging-kernel sensitivity threshold,this domain sit below a sensitivity of 0.5 and above zero**: visible to an
notes/draft-results.md,584,6.3 Identifiability,6.3,self_evident,structural line,,### 6.3 Identifiability
notes/draft-results.md,593,6.3 Identifiability,0.35,cited,in a draft's own exemption list,"discussion: posterior error correlation, distinct sector",fall below 0.35 and the sector can be quantified. Where sectors' priors share a
notes/draft-results.md,595,6.3 Identifiability,0.45,cited,in a draft's own exemption list,"discussion: posterior error correlation, shared surface, lower",stationary combustion — posterior error correlations among them run 0.45 to 0.87
notes/draft-results.md,595,6.3 Identifiability,0.87,cited,in a draft's own exemption list,"discussion: posterior error correlation, shared surface, upper",stationary combustion — posterior error correlations among them run 0.45 to 0.87
notes/draft-results.md,606,6.3 Identifiability,86.11,measured,inline resolver,rice.anhui_coverage_percent,86.11<!--#rice.anhui_coverage_percent--> % of that province.
notes/draft-results.md,612,6.4 Relation to §3,6.4,self_evident,structural line,,### 6.4 Relation to §3
notes/draft-results.md,612,6.4 Relation to §3,3,self_evident,structural line,,### 6.4 Relation to §3
notes/draft-results.md,614,6.4 Relation to §3,3,self_evident,structural context,,The land-cover result of §3 is the empirical counterpart of §6.1. A record whose
notes/draft-results.md,614,6.4 Relation to §3,6.1,self_evident,structural context,,The land-cover result of §3 is the empirical counterpart of §6.1. A record whose
notes/draft-results.md,616,6.4 Relation to §3,3,self_evident,structural context,,"record in which per-cell predictors should fail, and §3 reports that they do"
notes/draft-results.md,621,7. Reproducibility of the reported figures,7,self_evident,structural line,,## 7. Reproducibility of the reported figures
notes/draft-results.md,623,7. Reproducibility of the reported figures,74,measured,inline resolver,pipeline.recipes,74<!--#pipeline.recipes--> derived artefacts are registered with the command that
notes/draft-results.md,625,7. Reproducibility of the reported figures,41,measured,inline resolver,pipeline.recipes_committed,41<!--#pipeline.recipes_committed--> regenerate from a fresh clone with no network
notes/draft-results.md,627,7. Reproducibility of the reported figures,22,measured,inline resolver,pipeline.recipes_local,run; 22<!--#pipeline.recipes_local--> require local raw data;
notes/draft-results.md,628,7. Reproducibility of the reported figures,10,measured,inline resolver,pipeline.recipes_network,10<!--#pipeline.recipes_network--> require a network fetch. Every numeric claim in
notes/draft-discussion.md,10,(none),1,self_evident,structural context,,"what the result is and is not (§1), explain why it came out that way (§2 and §3),"
notes/draft-discussion.md,10,(none),2,self_evident,structural context,,"what the result is and is not (§1), explain why it came out that way (§2 and §3),"
notes/draft-discussion.md,10,(none),3,self_evident,structural context,,"what the result is and is not (§1), explain why it came out that way (§2 and §3),"
notes/draft-discussion.md,11,(none),4,self_evident,structural context,,"show that the explanation is not an artefact (§4), and then generalise it — which"
notes/draft-discussion.md,12,(none),5,self_evident,structural context,,is where the contribution sits (§5). Only then does it locate the work against
notes/draft-discussion.md,13,(none),6,self_evident,structural context,,"prior results (§6) and say what would answer the original question (§7), closing"
notes/draft-discussion.md,13,(none),7,self_evident,structural context,,"prior results (§6) and say what would answer the original question (§7), closing"
notes/draft-discussion.md,14,(none),8,self_evident,structural context,,with limitations (§8). Mechanism precedes capability deliberately: the mechanism
notes/draft-discussion.md,19,"1. What the reproduction establishes, and what it does not",1,self_evident,structural line,,"## 1. What the reproduction establishes, and what it does not"
notes/draft-discussion.md,21,"1. What the reproduction establishes, and what it does not",2018,self_evident,year as a date,,No association between land cover and the 2018 methane column field was detected
notes/draft-discussion.md,28,"1. What the reproduction establishes, and what it does not",0.58,measured,inline resolver,equiv.bound_comparative,"|r| = 0.58<!--#equiv.bound_comparative-->, tested on a 90 percent interval with"
notes/draft-discussion.md,28,"1. What the reproduction establishes, and what it does not",90,self_evident,label or pair beside a marked number,,"|r| = 0.58<!--#equiv.bound_comparative-->, tested on a 90 percent interval with"
notes/draft-discussion.md,32,"1. What the reproduction establishes, and what it does not",24,measured,inline resolver,equiv.rice_rows,"24<!--#equiv.rice_rows--> combinations, which is evidence of no meaningful"
notes/draft-discussion.md,34,"1. What the reproduction establishes, and what it does not",7,measured,inline resolver,equiv.impervious_within,"7<!--#equiv.impervious_within--> of 12<!--#equiv.impervious_rows-->, and spans"
notes/draft-discussion.md,34,"1. What the reproduction establishes, and what it does not",12,measured,inline resolver,equiv.impervious_rows,"7<!--#equiv.impervious_within--> of 12<!--#equiv.impervious_rows-->, and spans"
notes/draft-discussion.md,41,"1. What the reproduction establishes, and what it does not",4,self_evident,structural context,,predictor does not account for the result** — §4 gives the bound.
notes/draft-discussion.md,48,"1. What the reproduction establishes, and what it does not",0.25,self_evident,grid resolution,,"regressed against an annual column composite at 0.25 degrees, cannot recover"
notes/draft-discussion.md,52,"2. Extent is a proxy for presence, not for management",2,self_evident,structural line,,"## 2. Extent is a proxy for presence, not for management"
notes/draft-discussion.md,59,"2. Extent is a proxy for presence, not for management",13.7,cited,in a draft's own exemption list,"introduction/discussion: rice prior Tg, and the water-regime ratio", one soil under one crop span a factor of 13.7 in net global warming potential.
notes/draft-discussion.md,62,"2. Extent is a proxy for presence, not for management",38,cited,in a draft's own exemption list,discussion: collection efficiency," efficiency averages 38 percent against a reported 70, while the Los Angeles"
notes/draft-discussion.md,62,"2. Extent is a proxy for presence, not for management",70,cited,in a draft's own exemption list,discussion: collection efficiency," efficiency averages 38 percent against a reported 70, while the Los Angeles"
notes/draft-discussion.md,63,"2. Extent is a proxy for presence, not for management",85,cited,in a draft's own exemption list,discussion: collection efficiency, sites in the same analysis average 85 — a factor of two in emission at
notes/draft-discussion.md,69,"2. Extent is a proxy for presence, not for management",8,neither,no resolver and no exemption,, content across the Huainan–Huaibei coalfield runs 8 to 16 m³ per tonne in
notes/draft-discussion.md,69,"2. Extent is a proxy for presence, not for management",16,neither,no resolver and no exemption,, content across the Huainan–Huaibei coalfield runs 8 to 16 m³ per tonne in
notes/draft-discussion.md,70,"2. Extent is a proxy for presence, not for management",10,cited,in a draft's own exemption list,"methods: published precision filter, under 10 ppb", Huaibei and 10 to 30 in Huainan.
notes/draft-discussion.md,70,"2. Extent is a proxy for presence, not for management",30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent", Huaibei and 10 to 30 in Huainan.
notes/draft-discussion.md,76,"2. Extent is a proxy for presence, not for management",197,cited,in a draft's own exemption list,discussion: within-class aquaculture ratio, intensity per unit of fish production runs **197 times higher** in traditional
notes/draft-discussion.md,90,"2. Extent is a proxy for presence, not for management",197,cited,in a draft's own exemption list,discussion: within-class aquaculture ratio,practice. A factor of 197 between two ways of farming the same water is not an
notes/draft-discussion.md,93,"2. Extent is a proxy for presence, not for management",7,self_evident,structural context,,"quality** — and it is why §7's routes are about priors, targeted observation and"
notes/draft-discussion.md,96,3. What the predictors never contained,3,self_evident,structural line,,## 3. What the predictors never contained
notes/draft-discussion.md,99,3. What the predictors never contained,2,self_evident,structural context,,§2 says a perfectly measured extent predictor would still fail. This section
notes/draft-discussion.md,107,3. What the predictors never contained,33.3462,unresolved,"in an artefact, no resolver","the Anhui raster bound, exempted in the methods note","hole**, because the committed rice raster stops classifying north of 33.3462° N,"
notes/draft-discussion.md,112,3. What the predictors never contained,26,cited,in a draft's own exemption list,introduction/discussion: 26 percent aquaculture share,"**Aquaculture.** The region holds 26 percent of China's aquaculture area, ponds"
notes/draft-discussion.md,115,3. What the predictors never contained,197,cited,in a draft's own exemption list,discussion: within-class aquaculture ratio,"of 197 between pond types, a source of this size being both unmapped and"
notes/draft-discussion.md,126,4. Why the result is not an artefact,4,self_evident,structural line,,## 4. Why the result is not an artefact
notes/draft-discussion.md,134,4. Why the result is not an artefact,0.761,measured,inline resolver,collinear.collinearity,"+0.761<!--#collinear.collinearity--> over 926<!--#grid.rows--> cells, and albedo"
notes/draft-discussion.md,134,4. Why the result is not an artefact,926,measured,inline resolver,grid.rows,"+0.761<!--#collinear.collinearity--> over 926<!--#grid.rows--> cells, and albedo"
notes/draft-discussion.md,137,4. Why the result is not an artefact,0.021,measured,inline resolver,collinear.partial,variables reduces the association to +0.021<!--#collinear.partial-->. The
notes/draft-discussion.md,139,4. Why the result is not an artefact,2.1,measured,inline resolver,collinear.reduction_percent,"2.1<!--#collinear.reduction_percent--> percent of the fitted albedo slope, so the"
notes/draft-discussion.md,146,4. Why the result is not an artefact,0.699,measured,inline resolver,deseason.doy_raw,0.699<!--#deseason.doy_raw--> — a stronger association than either land-cover
notes/draft-discussion.md,149,4. Why the result is not an artefact,0.009,measured,inline resolver,deseason.impervious_change,0.009<!--#deseason.impervious_change--> in Pearson correlation. **The calendar
notes/draft-discussion.md,152,4. Why the result is not an artefact,12,cited,in a draft's own exemption list,discussion: transport error standard deviation ppb,**Transport error.** A model transport error standard deviation of 12 ppb for
notes/draft-discussion.md,154,4. Why the result is not an artefact,14.86,measured,inline resolver,field.sd_operational,standard deviation of 14.86<!--#field.sd_operational--> ppb. That is a reason a
notes/draft-discussion.md,158,4. Why the result is not an artefact,926,measured,inline resolver,grid.rows,**Effective sample size.** The 926<!--#grid.rows--> lattice cells are not 926
notes/draft-discussion.md,158,4. Why the result is not an artefact,926,self_evident,study box or lattice shape,,**Effective sample size.** The 926<!--#grid.rows--> lattice cells are not 926
notes/draft-discussion.md,160,4. Why the result is not an artefact,53.4,measured,inline resolver,dof.effective_n_median,"sample size at 53.4<!--#dof.effective_n_median-->, so every nominal *p*-value in"
notes/draft-discussion.md,169,4. Why the result is not an artefact,13.2,measured,inline resolver,atten.var_share_pct,"13.2<!--#atten.var_share_pct--> percent of the predictor's own, so under"
notes/draft-discussion.md,171,4. Why the result is not an artefact,0.868,measured,inline resolver,atten.lambda_min,0.868<!--#atten.lambda_min--> and **the largest factor by which measurement error
notes/draft-discussion.md,173,4. Why the result is not an artefact,1.15,measured,inline resolver,atten.factor_max,1.15<!--#atten.factor_max-->.** That lifts the best impervious held-out R² from
notes/draft-discussion.md,174,4. Why the result is not an artefact,0.085,measured,inline resolver,suite.impervious_operational,+0.085<!--#suite.impervious_operational--> to
notes/draft-discussion.md,175,4. Why the result is not an artefact,0.098,measured,inline resolver,atten.r2_bound_bu,+0.098<!--#atten.r2_bound_bu--> against a spatial null of
notes/draft-discussion.md,176,4. Why the result is not an artefact,0.332,measured,inline resolver,suite.null_operational,+0.332<!--#suite.null_operational--> on the same cross-validation scheme and
notes/draft-discussion.md,187,4. Why the result is not an artefact,10,cited,in a draft's own exemption list,"methods: published precision filter, under 10 ppb","and aquaculture ponds are spectrally similar flooded land, and a 10 m national"
notes/draft-discussion.md,188,4. Why the result is not an artefact,2026,self_evident,year as a date,,pond product reachable since September 2026 puts pond area inside this lattice
notes/draft-discussion.md,189,4. Why the result is not an artefact,15,cited,in a draft's own exemption list,"introduction: fifteen Tg, the inventory gap",at most about 15 percent of the mapped rice area — but that is a ceiling on one
notes/draft-discussion.md,195,4. Why the result is not an artefact,74.5,measured,inline resolver,atten.need_share_bu_pct,74.5<!--#atten.need_share_bu_pct--> percent of the variance in the impervious
notes/draft-discussion.md,196,4. Why the result is not an artefact,5.6,measured,inline resolver,atten.need_multiple_bu,fraction would have to be error — 5.6<!--#atten.need_multiple_bu--> times what
notes/draft-discussion.md,198,4. Why the result is not an artefact,7.2,measured,inline resolver,atten.need_multiple_bw,7.2<!--#atten.need_multiple_bw--> times on the sounding-weighted combination.
notes/draft-discussion.md,211,5. What the observing system can and cannot constrain,5,self_evident,structural line,,## 5. What the observing system can and cannot constrain
notes/draft-discussion.md,218,5. What the observing system can and cannot constrain,3.98,measured,inline resolver,dofs.at_5tg,"counts, run from 3.98<!--#dofs.at_5tg--> to"
notes/draft-discussion.md,219,5. What the observing system can and cannot constrain,22.21,measured,inline resolver,dofs.at_12tg,22.21<!--#dofs.at_12tg--> across the range the literature supports for the
notes/draft-discussion.md,222,5. What the observing system can and cannot constrain,0.5,cited,in a draft's own exemption list,introduction/discussion: averaging-kernel sensitivity threshold,sensitivity above 0.5 — the count is
notes/draft-discussion.md,223,5. What the observing system can and cannot constrain,0,measured,inline resolver,dofs.cells_above_half,0<!--#dofs.cells_above_half--> at every magnitude tested — and at the top of the
notes/draft-discussion.md,224,5. What the observing system can and cannot constrain,926,self_evident,study box or lattice shape,,range the best-observed cell of 926 reaches
notes/draft-discussion.md,225,5. What the observing system can and cannot constrain,0.065,measured,inline resolver,dofs.cell_max_12tg,"0.065<!--#dofs.cell_max_12tg-->, an order of magnitude below the threshold at"
notes/draft-discussion.md,230,5. What the observing system can and cannot constrain,86,measured,inline resolver,dofs.prior_free_median_gg,86<!--#dofs.prior_free_median_gg--> Gg a⁻¹ for the observations to constrain it
notes/draft-discussion.md,244,5. What the observing system can and cannot constrain,0.35,cited,in a draft's own exemption list,"discussion: posterior error correlation, distinct sector",error correlations with other sectors fall below 0.35 and the sector can be
notes/draft-discussion.md,246,5. What the observing system can and cannot constrain,0.45,cited,in a draft's own exemption list,"discussion: posterior error correlation, shared surface, lower",correlations run 0.45 to 0.87 and separation is limited and prior-weighted. The
notes/draft-discussion.md,246,5. What the observing system can and cannot constrain,0.87,cited,in a draft's own exemption list,"discussion: posterior error correlation, shared surface, upper",correlations run 0.45 to 0.87 and separation is limited and prior-weighted. The
notes/draft-discussion.md,264,6. Relation to prior results,6,self_evident,structural line,,## 6. Relation to prior results
notes/draft-discussion.md,269,6. Relation to prior results,2021,self_evident,year as a date,,"contributions across four regions, Zeng et al. (2021) found transported fluxes"
notes/draft-discussion.md,288,6. Relation to prior results,0.63,cited,in a draft's own exemption list,introduction/discussion: downscaling R squared for CH4,"tracker, satellite land products and reanalysis as inputs, reached R² 0.63 with"
notes/draft-discussion.md,289,6. Relation to prior results,13.26,cited,in a draft's own exemption list,introduction/discussion: downscaling RMSE ppb,"an RMSE of 13.26 ppb, described by its authors as moderate accuracy — against"
notes/draft-discussion.md,290,6. Relation to prior results,0.98,cited,in a draft's own exemption list,introduction: downscaling R squared for CO2,R² 0.98 for column carbon dioxide with the same method and inputs. **Methane is
notes/draft-discussion.md,291,6. Relation to prior results,13.26,cited,in a draft's own exemption list,introduction/discussion: downscaling RMSE ppb,"the hard one even with the right predictors**, and an RMSE of 13.26 ppb is"
notes/draft-discussion.md,293,6. Relation to prior results,14.86,measured,inline resolver,field.sd_operational,14.86<!--#field.sd_operational--> ppb. That is a comparator from another region
notes/draft-discussion.md,296,6. Relation to prior results,2023,self_evident,year as a date,,One sentence on the prior work this extends: the 2023 thesis asked whether urban
notes/draft-discussion.md,301,7. What would be required to answer the original question,7,self_evident,structural line,,## 7. What would be required to answer the original question
notes/draft-discussion.md,313,7. What would be required to answer the original question,245.8,unresolved,"equals a resolver's value, written unmarked",cycle.peak_day,"245.8, which is 2 September, so a uniform June peak is roughly ten weeks early"
notes/draft-discussion.md,313,7. What would be required to answer the original question,2,neither,no resolver and no exemption,,"245.8, which is 2 September, so a uniform June peak is roughly ten weeks early"
notes/draft-discussion.md,315,7. What would be required to answer the original question,0.43,cited,in a draft's own exemption list,"discussion: Heilongjiang Tg pair, lower",sectoral estimate from 0.43 to 0.85 Tg and **reduced model-observation mean
notes/draft-discussion.md,315,7. What would be required to answer the original question,0.85,cited,in a draft's own exemption list,"discussion: Heilongjiang Tg pair, upper",sectoral estimate from 0.43 to 0.85 Tg and **reduced model-observation mean
notes/draft-discussion.md,316,7. What would be required to answer the original question,40,cited,in a draft's own exemption list,discussion: bias reduction percent,biases by 40 percent**; a separate regional inversion attributed increases in
notes/draft-discussion.md,324,7. What would be required to answer the original question,3,neither,no resolver and no exemption,,emitting 3 to 29 t h⁻¹ and city emissions 1.4 to 2.6 times inventory. **This
notes/draft-discussion.md,324,7. What would be required to answer the original question,29,neither,no resolver and no exemption,,emitting 3 to 29 t h⁻¹ and city emissions 1.4 to 2.6 times inventory. **This
notes/draft-discussion.md,324,7. What would be required to answer the original question,1.4,self_evident,study box or lattice shape,,emitting 3 to 29 t h⁻¹ and city emissions 1.4 to 2.6 times inventory. **This
notes/draft-discussion.md,324,7. What would be required to answer the original question,2.6,neither,no resolver and no exemption,,emitting 3 to 29 t h⁻¹ and city emissions 1.4 to 2.6 times inventory. **This
notes/draft-discussion.md,325,7. What would be required to answer the original question,5,self_evident,structural context,,"project has the tip and not the cue**, and §5's prior-free threshold is the"
notes/draft-discussion.md,333,7. What would be required to answer the original question,61,cited,in a draft's own exemption list,discussion: rice isotopic signature,literature puts rice fields at about −61 ± 4‰ in δ¹³C and atmospherically
notes/draft-discussion.md,333,7. What would be required to answer the original question,4,neither,no resolver and no exemption,,literature puts rice fields at about −61 ± 4‰ in δ¹³C and atmospherically
notes/draft-discussion.md,334,7. What would be required to answer the original question,56.1,cited,in a draft's own exemption list,discussion: waste isotopic signature,"measured waste sources at −56.1 ± 2.4‰, which overlap within one standard"
notes/draft-discussion.md,334,7. What would be required to answer the original question,2.4,neither,no resolver and no exemption,,"measured waste sources at −56.1 ± 2.4‰, which overlap within one standard"
notes/draft-discussion.md,336,7. What would be required to answer the original question,2026,self_evident,year as a date,,landfill. **But regional endmembers are not global means.** A 2026 South Asian
notes/draft-discussion.md,338,7. What would be required to answer the original question,53.8,cited,in a draft's own exemption list,discussion: South Asian campaign isotopic signature,"with Miller–Tans values of −53.8 ± 0.8‰ in δ¹³C and −311 ± 6‰ in δ²H, and"
notes/draft-discussion.md,338,7. What would be required to answer the original question,0.8,neither,no resolver and no exemption,,"with Miller–Tans values of −53.8 ± 0.8‰ in δ¹³C and −311 ± 6‰ in δ²H, and"
notes/draft-discussion.md,338,7. What would be required to answer the original question,311,cited,in a draft's own exemption list,discussion: South Asian campaign deuterium signature,"with Miller–Tans values of −53.8 ± 0.8‰ in δ¹³C and −311 ± 6‰ in δ²H, and"
notes/draft-discussion.md,338,7. What would be required to answer the original question,6,neither,no resolver and no exemption,,"with Miller–Tans values of −53.8 ± 0.8‰ in δ¹³C and −311 ± 6‰ in δ²H, and"
notes/draft-discussion.md,340,7. What would be required to answer the original question,53.8,cited,in a draft's own exemption list,discussion: South Asian campaign isotopic signature,source apportionment. A rice signature at −53.8 is enriched *past* the waste
notes/draft-discussion.md,341,7. What would be required to answer the original question,56.1,cited,in a draft's own exemption list,discussion: waste isotopic signature,"average of −56.1, so a regional dual-isotope campaign can separate what global"
notes/draft-discussion.md,348,8. Limitations,8,self_evident,structural line,,## 8. Limitations
notes/draft-discussion.md,350,8. Limitations,2018,self_evident,year as a date,,**One year of one instrument.** 2018 is the first full year of the TROPOMI
notes/draft-discussion.md,351,8. Limitations,2023,self_evident,year as a date,,"record and the 2023 thesis's own analysis year, and the record here is an"
notes/draft-discussion.md,352,8. Limitations,30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent",eight-month year beginning 30 April. Nothing in this work establishes that 2018
